label,source,text,normalized_text,cleaned_text
0,manual, لماريكان هيا الداعم لول تع الصهاينة, لماريكان هيا الداعم لول تع الصهاينه,لماريكان الداعم لول الصهاينه
0,manual, لقاو لجرثومة لحمضية الثنائية فعام 1884, لقاو لجرثومه لحمضيه الثنائيه فعام 1884,لقاو لجرثومه لحمضيه الثنائيه فعام 1884
1,translated,وتقول هايلي بلي لي بينيسيو الجديدة علا كوريا الشمالية غير المرجح أن تغير السلوك,وتقول هايلي بلي لي بينيسيو الجديده علا كوريا الشماليه غير المرجح ان تغير السلوك,وتقول هايلي بلي بينيسيو الجديده علا كوريا الشماليه المرجح ان تغير السلوك
1,manual,السياحة فادرار تكلف كثر من لقاهرة فمصر,السياحه فادرار تكلف كثر من لقاهره فمصر,السياحه فادرار تكلف كثر لقاهره فمصر
0,manual,محكمة تركية تأمر بالإفراج عن المتحدث السابق باسم الحزب الموالي للأكراد,محكمه تركيه تامر بالافراج عن المتحدث السابق باسم الحزب الموالي للاكراد,محكمه تركيه تامر بالافراج المتحدث السابق باسم الحزب الموالي للاكراد
1,translated,ألمانيا تحدر تركيا السفر ورا سلسلة اعتقالات,المانيا تحدر تركيا السفر ورا سلسله اعتقالات,المانيا تحدر تركيا السفر ورا سلسله اعتقالات
0,translated,كوريا الشمالية والماريكان. التوترات لي راهم دورك ماشي  بسبت دبلوماسية  المكسيك,كوريا الشماليه والماريكان. التوترات لي راهم دورك ماشي  بسبت دبلوماسيه  المكسيك,كوريا الشماليه والماريكان. التوترات راهم دورك ماشي بسبت دبلوماسيه المكسيك
1,translated,الخطوط تاع الكويت درات اجراءات بش تحبس الخسائر,الخطوط تاع الكويت درات اجراءات بش تحبس الخسائر,الخطوط الكويت درات اجراءات بش تحبس الخسائر
0,paraphrased,اتهمو الحوثيين بلي يعاملو الرهائن والمعتقلين معاملة وحشية ,اتهمو الحوثيين بلي يعاملو الرهائن والمعتقلين معامله وحشيه ,اتهمو الحوثيين بلي يعاملو الرهائن والمعتقلين معامله وحشيه
0,manual,العملة التركية تتدهور إلى مستوى قياسي جديد,العمله التركيه تتدهور الي مستوي قياسي جديد,العمله التركيه تتدهور مستوي قياسي جديد
0,translated,أخلاو المؤتمر تاع النقابات العمالية البريطانية  بسبت تهديد بلي كاين قنبلة,اخلاو المؤتمر تاع النقابات العماليه البريطانيه  بسبت تهديد بلي كاين قنبله,اخلاو المؤتمر النقابات العماليه البريطانيه بسبت تهديد بلي قنبله
0,paraphrased,وحدين المواطنين فالعراق حرقو صناديق الإنتخابات,وحدين المواطنين فالعراق حرقو صناديق الانتخابات,وحدين المواطنين فالعراق حرقو صناديق الانتخابات
1,manual,كتاشفو لجرثومة لمكورة لعنقودية الذهبية فعام 1984,كتاشفو لجرثومه لمكوره لعنقوديه الذهبيه فعام 1984,كتاشفو لجرثومه لمكوره لعنقوديه الذهبيه فعام 1984
0,translated,الحوثيون يسرقو الملاين.. بسبة نقود الشرعية,الحوثيون يسرقو الملاين.. بسبه نقود الشرعيه,الحوثيون يسرقو الملاين.. بسبه نقود الشرعيه
1,paraphrased,الخارجية الإيرانيةماتدعم الرد ضد الولايات المتحدة فى حالة منع صادرات إيران النفطية,الخارجيه الايرانيهماتدعم الرد ضد الولايات المتحده في حاله منع صادرات ايران النفطيه,الخارجيه الايرانيهماتدعم الرد ضد الولايات المتحده حاله منع صادرات ايران النفطيه
0,translated,رئيس الوزراء الإسباني راخوي  راه يطلب من المحكمة تلغي قانون الاستفتاء الكتالوني,رئيس الوزراء الاسباني راخوي  راه يطلب من المحكمه تلغي قانون الاستفتاء الكتالوني,رئيس الوزراء الاسباني راخوي يطلب المحكمه تلغي قانون الاستفتاء الكتالوني
1,paraphrased,ما عثرتش الشرطة الألمانية على مزيد من المتفجرات بعد مداهمة قرب برلين,ما عثرتش الشرطه الالمانيه علي مزيد من المتفجرات بعد مداهمه قرب برلين,عثرتش الشرطه الالمانيه علي مزيد المتفجرات مداهمه قرب برلين
1,translated, كتلو إيساو تاكاهاتا مخرج الرسوم المتحركة الياباني, كتلو ايساو تاكاهاتا مخرج الرسوم المتحركه الياباني,كتلو ايساو تاكاهاتا مخرج الرسوم المتحركه الياباني
0,translated,مساعد لبيت لأبيض يرى إصل اح لتمويل  لمؤقتلبرنامج صحة لأطفل,مساعد لبيت لابيض يري اصل اح لتمويل  لمؤقتلبرنامج صحه لاطفل,مساعد لبيت لابيض يري اصل اح لتمويل لمؤقتلبرنامج صحه لاطفل
0,manual, خدمو بلايص جداد للسياح باش يشرو الكادويات, خدمو بلايص جداد للسياح باش يشرو الكادويات,خدمو بلايص جداد للسياح يشرو الكادويات
1,translated,واحدة من متهمات هارفواينستين تحرشت جنسياً بفتاة,واحده من متهمات هارفواينستين تحرشت جنسيا بفتاه,واحده متهمات هارفواينستين تحرشت جنسيا بفتاه
0,translated,مرشح ألماني مناهض للهجرة ينسحب من النقاش التلفزيوني,مرشح الماني مناهض للهجره ينسحب من النقاش التلفزيوني,مرشح الماني مناهض للهجره ينسحب النقاش التلفزيوني
0,manual, كتاشفو لهرمونات الذكورية فعام 1934, كتاشفو لهرمونات الذكوريه فعام 1934,كتاشفو لهرمونات الذكوريه فعام 1934
0,paraphrased,القادة تاع الروس واليابان راهم حازمين فالاختبارات تاع  كوريا الشمالية,القاده تاع الروس واليابان راهم حازمين فالاختبارات تاع  كوريا الشماليه,القاده الروس واليابان راهم حازمين فالاختبارات كوريا الشماليه
